DISTRICT_NAME,YEAR,CROP_TYPE,AUTUMN_HUMIDITY,SPRING_HUMIDITY,SUMMER_HUMIDITY,WINTER_HUMIDITY,AUTUMN_RAINFALL,SPRING_RAINFALL,SUMMER_RAINFALL,WINTER_RAINFALL,AUTUMN_TEMPERATURE,SPRING_TEMPERATURE,SUMMER_TEMPERATURE,WINTER_TEMPERATURE,AUTUMN_WIND_SPEED,SPRING_WIND_SPEED,SUMMER_WIND_SPEED,WINTER_WIND_SPEED,YIELD
DARCHULA,2005,BARLEY,5.12,4.91,11.48,2.81,8.37,93.69,662.5,70.29,7.3,10.35,15.88,1.31,1.88,2.55,2.3,2.01,850.0
DARCHULA,2006,BARLEY,5.43,5.61,11.8,2.73,19.2,147.55,519.0,24.37,7.9,10.33,15.47,4.32,1.96,2.49,2.27,1.99,850.48
DARCHULA,2007,BARLEY,5.2,5.86,12.2,2.55,2.7,169.68,703.14,89.55,7.81,10.37,15.67,1.86,1.9,2.43,2.32,1.98,850.48
DARCHULA,2008,BARLEY,6.01,4.72,12.43,2.83,15.14,79.74,756.5,12.66,8.38,10.82,14.93,2.22,1.81,2.58,2.17,1.99,660.0
DARCHULA,2009,BARLEY,5.3,4.52,10.92,2.76,107.1,43.71,514.34,16.92,7.32,11.31,16.23,3.59,1.9,2.68,2.43,2.01,900.0
DARCHULA,2010,BARLEY,6.42,4.39,11.43,2.74,38.76,23.08,831.57,46.13,8.24,12.82,15.82,2.19,1.84,2.75,2.32,2.11,308.85
DARCHULA,2011,BARLEY,6.24,5.54,12.2,2.89,4.15,80.75,853.05,62.13,8.31,10.34,15.17,1.42,1.88,2.52,2.18,1.97,1041.67
DARCHULA,2012,BARLEY,6.01,4.56,11.56,3.03,5.06,45.35,541.81,48.33,7.24,10.41,16.31,0.81,1.89,2.56,2.48,1.99,1496.42
DARCHULA,2013,BARLEY,6.67,5.52,13.1,3.53,36.79,30.3,830.38,187.4,8.34,11.15,15.38,1.07,1.82,2.61,2.42,1.99,1300.0
DARCHULA,2014,BARLEY,5.8,5.63,11.92,3.15,38.68,85.38,492.42,135.83,8.34,10.06,16.28,1.66,2.01,2.52,2.54,2.0,840.54
DARCHULA,2015,BARLEY,5.67,6.38,11.76,3.42,18.37,227.43,408.12,99.08,9.26,9.78,15.88,2.24,2.02,2.3,2.44,2.07,754.17
DARCHULA,2016,BARLEY,5.26,5.68,12.71,2.54,4.51,109.21,473.22,28.5,9.37,11.93,15.99,4.18,2.08,2.58,2.49,2.0,737.5
DARCHULA,2017,BARLEY,6.17,5.58,12.57,3.04,1.08,156.5,572.44,32.44,8.65,11.1,15.96,3.76,2.0,2.56,2.43,2.12,819.44
DARCHULA,2018,BARLEY,5.54,5.31,12.6,2.75,0.53,4.16,18.77,0.63,7.32,11.48,16.05,3.13,1.9,2.66,2.45,2.07,810.1
DARCHULA,2019,BARLEY,5.98,5.5,12.11,3.23,1.21,2.89,15.65,7.43,8.55,10.02,16.23,-0.06,1.92,2.49,2.41,2.14,833.96
DHADING,1981,BARLEY,7.74,7.13,15.07,4.0,23.8,216.56,812.07,31.07,14.29,17.95,20.86,9.35,1.7,2.43,2.06,1.87,800.0
DHADING,1982,BARLEY,7.24,6.15,14.29,3.85,9.64,77.18,592.95,92.6,14.37,18.2,21.5,9.32,1.86,2.57,2.18,1.86,807.69
DHADING,1983,BARLEY,7.31,5.23,13.8,2.75,52.44,66.35,375.6,5.77,15.36,18.23,22.27,8.82,1.8,2.71,2.26,1.99,964.29
DHADING,1984,BARLEY,7.2,5.12,14.86,2.88,15.29,54.07,739.64,21.66,14.5,20.0,20.55,9.37,1.78,2.76,2.08,1.98,966.67
DHADING,1985,BARLEY,9.22,4.66,14.21,3.63,76.0,33.35,691.33,22.41,13.85,20.08,21.28,9.45,1.58,2.8,2.18,1.94,850.0
DHADING,1986,BARLEY,6.12,5.01,13.97,3.58,34.41,52.15,519.44,47.42,14.73,18.46,21.07,9.61,1.88,2.73,2.14,1.97,926.83
DHADING,1987,BARLEY,8.14,4.61,14.04,3.42,93.53,35.55,634.33,10.27,14.52,18.85,21.7,10.56,1.63,2.69,2.17,1.94,857.14
DHADING,1988,BARLEY,7.16,5.94,15.05,3.59,13.85,148.18,653.13,27.02,15.42,19.18,21.15,10.89,1.82,2.61,2.06,1.92,857.14
DHADING,1990,BARLEY,7.55,5.47,14.91,3.44,18.06,30.0,712.16,21.3,15.3,18.72,21.38,10.76,1.75,2.67,2.11,1.88,1000.0
DHADING,1991,BARLEY,5.9,4.31,14.54,3.13,2.89,37.96,379.88,25.33,15.11,19.82,21.76,10.12,1.88,2.73,2.27,2.02,882.35
DHADING,1992,BARLEY,7.12,4.27,13.31,3.12,55.05,22.69,389.98,7.9,15.17,19.62,21.78,9.15,1.9,2.95,2.3,1.95,704.55
DHADING,1993,BARLEY,6.35,5.42,14.19,2.87,7.69,110.94,415.32,8.55,15.76,18.14,21.69,10.44,1.93,2.68,2.24,1.97,891.11
DHADING,1994,BARLEY,5.88,4.67,14.22,2.96,3.63,26.81,382.29,18.4,15.17,19.65,22.32,10.1,2.01,2.79,2.32,2.06,1089.47
DHADING,1995,BARLEY,6.79,4.44,14.98,3.03,37.91,18.7,520.2,23.57,15.7,19.84,21.44,9.32,1.92,2.88,2.14,2.05,900.0
DHADING,1996,BARLEY,7.04,4.95,14.58,3.15,28.48,46.16,500.86,43.0,15.2,19.82,21.17,9.86,1.82,2.8,2.12,2.0,908.6
DHADING,1997,BARLEY,6.16,4.73,14.07,2.84,7.2,48.2,389.77,22.24,15.1,18.29,21.78,8.82,1.94,2.69,2.27,2.01,920.0
DHADING,1998,BARLEY,8.65,5.88,14.76,2.96,28.86,58.95,509.23,4.77,16.85,18.9,21.96,10.14,1.76,2.66,2.25,1.98,875.0
DHADING,1999,BARLEY,6.93,4.52,14.33,3.0,51.8,45.28,348.66,3.06,15.72,20.29,21.75,11.3,1.86,2.79,2.29,2.0,948.92
DHADING,2000,BARLEY,7.68,5.56,15.15,2.71,3.92,67.04,593.65,2.27,15.7,19.22,20.98,9.63,1.86,2.65,2.15,2.02,948.92
DHADING,2001,BARLEY,8.1,5.78,14.98,2.78,21.75,53.55,508.52,0.44,15.66,19.31,21.7,10.31,1.78,2.69,2.19,1.94,948.92
DHADING,2002,BARLEY,6.84,6.55,13.93,3.39,21.53,89.9,332.7,33.24,15.8,19.12,21.98,10.31,1.87,2.62,2.26,1.93,959.46
DHADING,2003,BARLEY,6.74,5.28,14.5,3.57,29.48,17.86,371.86,61.69,15.86,18.92,21.93,9.64,1.84,2.61,2.26,1.92,945.95
DHADING,2004,BARLEY,8.11,7.0,15.42,4.13,90.54,267.77,861.0,22.41,13.65,19.25,20.47,9.8,1.62,2.44,2.03,1.84,1000.0
DHADING,2005,BARLEY,8.43,6.04,14.86,4.27,146.26,73.29,783.72,63.0,14.2,18.58,21.38,9.76,1.58,2.5,2.09,1.84,1000.0
DHADING,2006,BARLEY,8.82,7.1,15.4,4.2,30.96,172.5,871.51,21.08,14.46,18.46,20.65,11.34,1.64,2.43,1.99,1.83,1000.0
DHADING,2007,BARLEY,9.42,7.73,15.45,4.14,26.59,142.99,930.39,82.74,14.8,18.52,20.8,9.27,1.57,2.33,2.02,1.79,950.68
DHADING,2008,BARLEY,9.78,6.54,15.67,4.47,25.66,158.5,1113.82,16.45,14.92,18.66,20.32,9.68,1.53,2.5,1.95,1.84,1000.0
DHADING,2009,BARLEY,7.75,6.17,14.88,4.08,53.98,128.48,683.91,3.56,15.06,19.06,21.42,11.04,1.72,2.52,2.1,1.89,1000.0
DHADING,2010,BARLEY,10.05,6.1,15.02,3.69,43.6,62.91,885.97,13.89,15.18,20.53,21.34,10.18,1.58,2.68,2.23,1.9,1000.0
DHADING,2011,BARLEY,9.75,7.13,15.39,4.13,6.77,172.44,891.25,14.08,14.69,18.23,20.65,9.36,1.57,2.46,2.04,1.88,1000.0
DHADING,2012,BARLEY,7.84,5.48,14.66,4.0,32.77,40.61,914.28,19.33,13.3,19.14,21.57,9.13,1.78,2.71,2.13,2.01,1028.57
DHADING,2013,BARLEY,9.86,6.71,15.46,4.45,159.78,166.11,1043.96,53.19,14.62,18.62,20.63,9.04,1.54,2.61,1.94,2.0,1000.0
DHADING,2014,BARLEY,9.2,6.66,15.62,4.77,71.24,167.83,1084.29,46.78,14.6,18.71,21.23,9.6,1.65,2.55,2.07,1.81,1076.92
DHADING,2015,BARLEY,9.01,7.85,15.36,4.82,51.86,212.93,992.93,18.84,15.2,18.18,21.31,9.91,1.66,2.35,2.18,1.88,1003.04
DHADING,2016,BARLEY,9.52,6.69,16.03,4.4,72.55,136.98,988.39,12.93,15.42,19.94,20.94,10.87,1.58,2.65,2.0,1.85,1211.07
DHADING,2017,BARLEY,10.06,7.7,15.92,4.42,48.3,255.0,858.71,9.57,15.62,18.4,21.38,11.48,1.65,2.39,2.2,1.83,1346.15
DHADING,2018,BARLEY,7.9,7.87,16.04,3.88,0.18,8.21,24.95,0.18,14.63,18.26,21.13,10.14,1.78,2.44,2.11,1.86,1356.86
DHADING,2019,BARLEY,10.26,7.26,15.84,4.65,1.87,6.12,32.05,3.56,15.11,18.46,21.4,9.12,1.5,2.46,2.12,1.91,1388.89
DHANKUTA,1981,BARLEY,8.25,7.79,14.97,4.32,9.76,252.48,875.35,27.72,13.18,15.88,19.52,8.16,1.78,2.48,2.3,1.9,1000.0
DHANKUTA,1982,BARLEY,7.54,6.81,14.4,4.04,32.18,148.17,603.22,58.03,13.12,16.09,19.81,8.03,1.9,2.61,2.34,1.95,666.67
DHANKUTA,1983,BARLEY,7.93,5.73,14.31,2.86,29.92,115.55,607.4,9.78,13.76,16.08,20.27,7.18,1.84,2.79,2.43,2.07,666.67
DHANKUTA,1984,BARLEY,7.98,6.11,14.67,3.22,19.03,117.43,728.88,29.37,13.26,17.5,19.2,7.62,1.86,2.79,2.34,1.94,800.0
DHANKUTA,1985,BARLEY,9.07,5.81,14.32,3.75,79.66,77.87,674.07,27.96,12.86,17.7,19.54,8.12,1.8,2.77,2.31,2.01,666.67
DHANKUTA,1986,BARLEY,7.58,5.6,13.84,3.92,56.91,82.75,622.97,20.17,12.64,16.44,19.61,8.27,1.86,2.8,2.41,1.97,666.67
DHANKUTA,1987,BARLEY,8.96,5.48,14.4,3.88,35.41,95.75,814.65,8.42,13.68,16.51,19.95,9.29,1.68,2.71,2.36,1.96,1000.0
DHANKUTA,1988,BARLEY,7.88,6.5,14.78,3.98,7.02,107.97,693.67,21.24,14.29,17.12,19.86,9.54,1.82,2.66,2.33,1.91,1000.0
DHANKUTA,1990,BARLEY,7.75,6.4,14.58,3.61,36.92,65.67,534.83,7.43,14.16,16.34,20.16,9.29,1.87,2.68,2.45,1.97,1250.0
DHANKUTA,1991,BARLEY,7.24,5.04,14.53,3.36,1.9,29.11,634.31,14.71,12.8,17.69,19.84,8.6,1.8,2.87,2.42,2.04,1250.0
DHANKUTA,1992,BARLEY,7.41,5.05,13.5,3.17,16.51,64.42,515.38,8.97,13.84,17.23,19.91,7.63,1.93,2.99,2.4,1.99,2000.0
DHANKUTA,1993,BARLEY,7.28,6.08,13.96,3.13,6.0,97.71,364.67,12.94,14.42,16.27,20.3,9.05,2.02,2.76,2.55,2.04,666.67
DHANKUTA,1994,BARLEY,6.12,5.28,14.1,3.01,12.38,45.19,339.85,21.0,14.04,17.56,20.81,8.66,2.12,2.81,2.53,2.09,1500.0
DHANKUTA,1995,BARLEY,7.42,4.98,14.55,3.09,79.85,50.93,445.01,21.62,14.39,17.76,20.22,7.88,1.99,2.9,2.53,2.1,1050.0
DHANKUTA,1996,BARLEY,7.26,5.43,14.12,3.28,18.0,42.1,443.13,26.15,14.1,17.85,19.9,8.55,1.96,2.89,2.38,2.02,954.55
DHANKUTA,1997,BARLEY,7.04,5.34,13.97,2.96,4.72,83.97,459.09,24.31,13.36,16.13,20.17,7.4,1.95,2.75,2.48,2.08,1090.91
DHANKUTA,1998,BARLEY,9.31,6.88,14.7,3.22,57.07,102.7,485.39,1.94,15.42,16.69,20.4,8.76,1.84,2.72,2.48,2.06,600.0
DHANKUTA,1999,BARLEY,7.88,5.66,14.19,3.42,53.59,75.28,411.99,10.03,14.38,18.13,20.17,9.97,1.94,2.81,2.52,2.03,1086.96
DHANKUTA,2000,BARLEY,8.1,6.54,14.52,2.92,7.19,91.45,448.9,4.12,14.62,16.8,19.95,8.11,1.97,2.71,2.53,2.07,1090.91
DHANKUTA,2001,BARLEY,8.75,6.3,14.67,3.04,68.1,73.73,461.07,1.87,14.26,17.18,20.39,8.78,1.82,2.7,2.45,1.97,1090.91
DHANKUTA,2002,BARLEY,7.58,7.5,14.16,3.73,15.94,123.18,407.11,17.81,14.19,16.76,20.11,8.99,1.96,2.6,2.44,2.0,1000.0
DHANKUTA,2003,BARLEY,8.06,6.44,14.58,3.84,80.84,51.39,497.89,48.67,13.9,16.76,20.17,8.42,1.84,2.67,2.38,1.91,1000.0
DHANKUTA,2004,BARLEY,8.31,7.38,14.87,4.46,44.63,132.27,800.87,11.08,12.57,17.55,19.38,8.45,1.76,2.62,2.39,1.87,1192.31
DHANKUTA,2005,BARLEY,8.54,6.9,14.6,4.37,71.54,137.36,719.59,19.49,13.26,16.61,20.14,8.66,1.68,2.6,2.38,1.91,1000.0
DHANKUTA,2006,BARLEY,8.84,7.17,14.74,4.44,20.78,99.58,751.92,4.58,13.26,16.9,19.79,10.01,1.74,2.59,2.38,1.87,1000.0
DHANKUTA,2007,BARLEY,9.5,7.77,14.92,4.33,23.3,167.62,804.43,28.92,13.96,17.01,19.68,8.05,1.65,2.49,2.37,1.79,1000.0
DHANKUTA,2008,BARLEY,9.4,7.32,14.94,4.7,48.92,116.99,748.93,20.28,14.16,16.74,19.45,8.3,1.7,2.55,2.33,1.86,1000.0
DHANKUTA,2009,BARLEY,8.07,6.69,14.56,4.24,98.01,162.18,568.1,1.93,13.62,17.12,20.19,9.56,1.81,2.65,2.45,1.92,1000.0
DHANKUTA,2010,BARLEY,10.1,6.92,14.99,3.81,43.29,155.52,956.26,4.83,14.12,18.12,19.57,8.75,1.67,2.69,2.36,1.9,1000.0
DHANKUTA,2011,BARLEY,9.8,7.63,14.98,4.56,21.94,147.81,975.28,18.57,13.74,16.28,19.42,7.86,1.68,2.48,2.3,1.84,1000.0
DHANKUTA,2012,BARLEY,7.05,6.48,14.77,4.04,26.77,109.02,752.57,11.55,12.83,16.91,20.19,7.86,1.88,2.7,2.24,1.96,1000.0
DHANKUTA,2013,BARLEY,9.34,6.83,15.0,4.03,156.08,194.24,853.02,37.25,13.65,16.95,19.78,8.45,1.72,2.65,2.1,1.96,1000.0
DHANKUTA,2014,BARLEY,9.18,6.63,15.36,4.58,6.88,175.5,738.89,15.18,13.96,16.93,20.1,8.72,1.74,2.65,2.34,1.83,1000.0
DHANUSA,1981,BARLEY,10.48,8.99,19.12,5.64,24.56,197.38,1026.91,38.75,21.96,27.91,28.68,17.09,2.11,2.97,3.04,2.34,701.15
DHANUSA,1982,BARLEY,9.32,7.86,18.03,5.21,21.33,141.86,691.32,69.91,23.16,27.9,29.72,17.01,1.96,2.88,3.04,2.43,784.31
DHANUSA,1983,BARLEY,9.72,6.14,17.26,3.53,56.5,41.19,510.03,7.48,23.75,28.48,30.78,17.05,2.04,3.39,3.22,2.46,803.92
DHANUSA,1984,BARLEY,9.76,6.41,19.06,3.96,12.72,55.44,967.83,34.94,22.28,29.72,27.95,16.57,1.92,3.38,3.0,2.62,928.57
DHANUSA,1985,BARLEY,12.6,5.9,18.17,4.89,130.45,34.82,1036.51,21.69,21.13,30.04,29.12,16.97,1.8,3.33,2.97,2.37,803.92
DHANUSA,1986,BARLEY,9.04,6.5,17.48,5.45,63.64,79.05,802.09,41.12,22.45,28.5,28.99,16.95,1.86,3.13,3.34,2.57,936.17
DHANUSA,1987,BARLEY,12.08,5.87,18.13,4.92,66.54,55.0,1091.12,7.96,21.38,28.9,29.44,17.75,1.71,3.04,2.92,2.34,804.88
DHANUSA,1988,BARLEY,10.18,7.66,18.99,4.94,15.05,130.8,889.92,32.62,23.48,28.67,28.92,18.0,2.07,2.98,2.88,2.36,935.48
DHANUSA,1990,BARLEY,10.09,6.72,18.73,4.4,26.64,29.73,890.97,25.59,23.41,28.96,29.24,18.33,2.08,3.0,3.1,2.29,966.67
DHANUSA,1991,BARLEY,8.48,5.3,17.93,4.1,1.71,21.97,573.1,23.44,22.9,30.25,29.8,18.37,1.92,3.16,3.38,2.5,933.33
DHANUSA,1992,BARLEY,9.09,5.4,16.52,3.89,42.19,42.9,501.94,9.58,24.02,29.63,30.31,17.23,2.0,3.98,3.28,2.25,6250.0
DHANUSA,1993,BARLEY,9.61,6.94,17.3,3.69,13.1,97.89,596.79,8.96,23.4,28.17,30.18,18.03,1.87,3.28,3.27,2.41,825.0
DHANUSA,1994,BARLEY,8.24,5.82,17.62,4.1,14.53,39.06,550.15,26.26,23.52,29.76,30.38,17.84,2.06,3.19,3.4,2.59,942.86
DHANUSA,1995,BARLEY,9.74,5.23,18.66,4.13,54.11,13.0,754.25,46.18,23.58,30.09,29.38,17.33,2.0,3.57,3.21,2.53,1160.0
DHANUSA,1996,BARLEY,9.56,5.82,18.27,4.53,35.07,24.67,718.28,45.01,22.66,30.16,29.3,17.08,2.19,3.33,2.7,2.57,740.74
DHANUSA,1997,BARLEY,9.24,5.72,17.85,3.99,25.56,56.84,720.62,34.92,23.07,28.62,29.55,16.58,2.09,3.23,2.9,2.61,851.85
DHANUSA,1998,BARLEY,12.48,7.67,18.47,4.4,55.25,52.81,683.42,11.09,24.26,28.58,29.76,17.11,2.04,3.31,3.23,2.52,76.67
DHANUSA,2010,BARLEY,13.26,7.6,18.76,5.16,63.03,91.24,860.45,12.71,23.1,30.31,29.18,17.07,1.87,3.22,3.13,2.43,1000.0
DHANUSA,2011,BARLEY,12.63,8.76,19.37,5.62,9.18,177.13,1054.5,13.07,22.54,28.23,28.28,16.4,1.62,2.94,2.96,2.37,1000.0
DHANUSA,2012,BARLEY,10.52,6.7,18.24,5.47,27.13,46.51,963.84,17.52,20.16,29.47,29.38,16.02,2.78,3.24,2.58,2.92,1000.0
DHANUSA,2013,BARLEY,12.93,7.84,18.9,5.97,195.57,149.86,923.32,42.9,21.79,28.11,28.67,15.84,2.11,3.08,2.28,3.09,1000.0
DHANUSA,2014,BARLEY,12.16,7.5,19.41,6.26,51.52,136.43,1017.35,38.89,21.74,28.85,29.36,16.08,1.99,3.24,2.37,2.75,1000.0
DHANUSA,2015,BARLEY,11.36,9.64,19.1,6.11,30.05,177.58,1008.49,10.39,23.6,28.27,29.4,17.67,1.81,2.94,2.59,2.57,1000.0
DHANUSA,2016,BARLEY,12.64,7.75,19.67,5.57,54.23,143.59,926.33,12.64,22.74,30.53,29.12,18.18,1.72,3.5,2.64,2.36,1000.0
DHANUSA,2017,BARLEY,12.68,9.4,19.75,5.84,40.81,206.52,837.18,5.34,23.99,28.81,29.2,18.71,1.93,2.85,2.94,2.34,1000.0
DHANUSA,2018,BARLEY,9.9,9.38,19.16,4.73,0.46,5.18,21.89,0.1,23.72,28.52,29.84,17.34,1.96,3.04,3.07,2.38,1500.0
DHANUSA,2019,BARLEY,13.32,8.37,19.32,5.88,0.37,3.48,30.21,2.09,22.54,28.95,29.81,17.38,1.9,3.12,3.2,2.46,1000.0
DOLAKHA,1981,BARLEY,5.18,5.55,11.49,2.71,12.98,171.36,636.11,18.74,5.48,7.55,12.97,0.34,1.82,2.59,2.45,2.02,777.78
DOLAKHA,1982,BARLEY,5.08,4.9,10.83,2.7,11.95,62.07,365.84,76.12,5.53,7.21,13.21,0.13,1.99,2.76,2.58,2.06,800.0
DOLAKHA,1983,BARLEY,5.08,4.23,10.77,1.91,27.98,58.44,321.45,5.37,6.16,7.24,13.6,-0.72,1.95,3.02,2.63,2.23,800.0
DOLAKHA,1984,BARLEY,5.24,4.4,11.14,2.07,10.49,59.82,561.72,19.4,5.67,9.04,12.83,0.15,1.86,2.9,2.41,2.39,880.0
DOLAKHA,1985,BARLEY,6.17,4.13,10.98,2.6,55.75,37.58,473.74,21.76,5.68,8.95,13.07,0.44,1.81,2.95,2.54,2.17,800.0
DOLAKHA,1986,BARLEY,4.61,4.17,10.79,2.41,33.32,47.79,429.44,34.05,5.46,7.25,12.98,0.4,1.98,2.92,2.47,2.12,806.45
DOLAKHA,1987,BARLEY,5.43,3.89,10.82,2.51,63.28,36.94,518.74,5.97,6.36,7.67,13.39,1.62,1.8,2.88,2.48,2.08,733.33
DOLAKHA,1988,BARLEY,5.01,4.76,11.44,2.79,8.39,109.07,508.55,22.48,6.06,8.42,13.32,2.15,1.9,2.86,2.46,2.05,900.0
DOLAKHA,1990,BARLEY,5.12,4.65,11.34,2.56,26.6,28.08,466.77,12.63,6.23,7.6,13.58,1.94,1.87,2.9,2.52,2.13,870.97
DOLAKHA,1991,BARLEY,4.24,3.81,11.28,2.31,1.54,22.18,361.64,17.99,5.57,8.49,13.56,0.49,1.97,2.94,2.59,2.14,833.33
DOLAKHA,1992,BARLEY,5.15,3.72,10.35,2.24,29.26,23.09,319.32,12.57,5.94,8.48,13.22,-0.03,1.99,3.16,2.65,2.23,1136.36
DOLAKHA,1993,BARLEY,4.74,4.47,11.02,2.24,7.49,93.96,300.8,8.14,6.68,7.39,13.52,1.54,2.0,2.9,2.66,2.21,485.71
DOLAKHA,1994,BARLEY,4.12,4.03,11.1,2.12,4.08,28.54,250.65,14.44,5.59,8.45,14.11,0.64,2.1,2.94,2.63,2.34,784.0
DOLAKHA,1995,BARLEY,4.76,3.84,11.48,2.19,41.65,20.84,379.96,21.12,6.56,8.59,13.6,-0.23,2.04,3.04,2.61,2.27,1428.57
DOLAKHA,1996,BARLEY,4.97,4.15,11.28,2.19,14.71,21.17,372.08,25.85,6.41,8.69,13.24,0.73,2.01,2.98,2.6,2.22,510.0
DOLAKHA,1997,BARLEY,4.52,3.95,10.92,2.05,4.11,43.07,315.42,20.53,5.3,7.23,13.5,-0.53,2.08,2.85,2.6,2.27,700.0
DOLAKHA,1998,BARLEY,5.92,4.86,11.38,2.08,20.7,47.66,365.81,2.64,8.04,8.39,14.08,1.22,1.96,2.89,2.62,2.22,482.76
DOLAKHA,1999,BARLEY,4.84,3.81,11.2,2.18,30.21,46.14,292.46,2.84,6.96,9.57,13.67,2.18,2.04,2.96,2.65,2.13,818.18
DOLAKHA,2000,BARLEY,5.65,4.7,11.42,1.96,4.28,55.46,441.41,1.55,6.77,8.27,13.26,0.25,1.97,2.86,2.58,2.24,818.97
DOLAKHA,2001,BARLEY,5.62,4.74,11.38,1.99,22.87,35.67,369.51,0.48,6.94,8.32,13.78,1.45,1.94,2.88,2.57,2.25,818.97
DOLAKHA,2002,BARLEY,4.76,5.35,10.92,2.4,19.42,73.44,287.74,21.73,6.36,8.45,13.54,1.12,2.02,2.8,2.65,2.19,1400.0
DOLAKHA,2003,BARLEY,4.66,4.48,11.31,2.38,32.87,17.71,321.58,49.92,6.9,7.87,13.79,0.75,2.05,2.88,2.62,2.12,1447.83
DOLAKHA,2004,BARLEY,5.5,5.5,11.62,2.87,58.7,194.55,633.96,12.32,4.89,8.85,12.93,0.93,1.76,2.68,2.46,2.09,1000.0
DOLAKHA,2005,BARLEY,5.33,4.92,11.3,2.85,67.13,76.74,567.29,40.9,5.76,7.55,13.5,0.45,1.8,2.76,2.5,2.09,995.67
DOLAKHA,2006,BARLEY,5.9,5.46,11.52,2.94,17.7,100.92,587.94,14.21,5.72,8.09,13.26,2.92,1.92,2.67,2.42,2.22,995.67
DOLAKHA,2007,BARLEY,6.12,5.83,11.83,2.8,15.82,105.79,674.47,46.62,6.66,8.39,13.3,0.69,1.74,2.62,2.46,2.14,995.67
DOLAKHA,2008,BARLEY,6.17,5.27,11.74,3.03,20.43,112.3,668.93,15.37,6.82,7.84,12.96,0.81,1.81,2.73,2.41,2.3,995.67
DOLAKHA,2009,BARLEY,4.96,4.86,11.25,2.74,41.49,87.43,424.53,1.82,6.37,8.39,13.62,2.37,1.97,2.79,2.63,2.22,995.67
DOLAKHA,2010,BARLEY,6.64,5.0,11.57,2.39,31.7,66.54,671.59,6.33,6.84,9.57,13.46,1.23,1.82,2.9,2.69,2.16,995.67
DOLAKHA,2011,BARLEY,6.7,5.6,11.68,2.89,7.95,112.58,664.33,10.85,6.54,7.61,13.05,0.46,1.79,2.66,2.39,2.2,1050.23
DOLAKHA,2012,BARLEY,4.5,4.65,11.31,2.67,14.0,49.44,641.86,9.68,5.12,7.98,13.63,-0.02,1.9,2.97,2.48,2.4,1050.0
DOLAKHA,2013,BARLEY,6.54,5.17,11.6,2.72,127.78,119.85,692.07,38.05,6.4,8.27,13.32,0.41,1.82,2.9,2.38,2.2,1028.57
DOLAKHA,2014,BARLEY,6.1,5.19,11.87,3.11,23.77,118.95,710.31,26.09,6.35,7.75,13.41,0.93,1.81,2.77,2.6,2.17,1029.41
DOLAKHA,2015,BARLEY,6.28,5.92,11.71,3.34,31.07,157.25,715.83,7.71,6.68,7.71,13.42,0.73,1.7,2.62,2.56,2.02,959.3
DOLAKHA,2016,BARLEY,6.62,5.55,12.26,3.34,43.63,106.65,785.4,13.72,7.15,8.9,13.36,1.95,1.74,2.83,2.5,2.01,1060.61
DOLAKHA,2017,BARLEY,6.85,5.96,12.06,3.22,45.31,156.16,642.12,6.99,6.81,7.76,13.53,1.99,1.8,2.73,2.6,1.97,1174.5
DOLAKHA,2018,BARLEY,5.49,6.12,12.12,2.88,0.25,5.32,19.93,0.16,5.38,7.76,13.48,1.16,1.95,2.61,2.49,2.09,1193.1
DOLAKHA,2019,BARLEY,6.64,5.52,11.9,3.16,0.61,3.75,22.25,1.64,7.17,7.88,13.61,-0.09,1.75,2.72,2.54,2.16,1198.63
DOLPA,1981,BARLEY,2.89,4.21,8.62,1.86,34.57,157.21,633.21,81.22,-1.4,0.21,7.86,-8.71,2.06,2.54,2.5,2.1,895.83
DOLPA,1982,BARLEY,3.36,4.03,7.98,1.89,6.32,50.42,385.25,95.19,-0.91,-0.79,7.73,-8.12,1.94,2.9,2.62,2.28,900.0
DOLPA,1983,BARLEY,3.48,3.63,8.12,1.62,74.2,72.44,510.06,23.05,-1.04,-0.4,8.1,-8.25,2.06,3.15,2.65,2.45,900.0
DOLPA,1984,BARLEY,2.78,3.7,8.54,1.66,14.49,30.61,444.88,59.54,-0.76,1.49,8.27,-8.24,2.12,2.74,2.64,2.78,888.89
DOLPA,1985,BARLEY,3.82,3.31,8.33,1.79,71.35,56.65,421.77,82.96,-0.63,1.63,8.06,-8.68,2.12,3.02,2.66,2.33,844.44
DOLPA,1986,BARLEY,3.14,3.33,7.99,1.73,16.03,51.85,537.87,44.57,-1.06,-0.29,7.76,-7.85,2.04,3.01,2.54,2.24,826.92
DOLPA,1987,BARLEY,2.6,3.44,7.64,1.76,40.29,65.89,276.2,28.82,0.44,0.32,8.54,-6.07,2.16,2.82,2.88,2.21,849.06
DOLPA,1988,BARLEY,3.22,3.27,8.58,1.98,3.38,68.62,555.5,87.02,-0.7,1.3,8.4,-6.05,2.14,3.12,2.64,2.33,931.03
DOLPA,1990,BARLEY,3.18,3.64,8.63,1.87,3.58,56.99,395.4,52.17,-0.31,0.46,8.85,-5.45,2.16,3.04,2.68,2.5,966.1
DOLPA,1991,BARLEY,2.39,3.08,8.21,1.74,1.8,64.04,222.59,37.5,-0.88,0.81,8.86,-7.02,2.16,3.09,2.83,2.46,950.0
DOLPA,1992,BARLEY,3.4,2.94,7.99,1.64,46.36,21.42,353.77,4.44,-0.38,1.17,8.1,-6.91,2.13,3.24,2.78,2.47,1475.0
