ID,DISTRICT,YEAR,autumn_humidity,spring_humidity,summer_humidity,winter_humidity,autumn_rainfall,spring_rainfall,summer_rainfall,winter_rainfall,autumn_temperature,spring_temperature,summer_temperature,winter_temperature,autumn_wind_speed,spring_wind_speed,summer_wind_speed,winter_wind_speed
741.0,Gorkha,1981.0,5.92,5.75,12.25,3.01,23.81,175.83,672.91,33.12,7.52,10.13,14.92,2.17,1.83,2.36,2.28,1.93
742.0,Gorkha,1982.0,5.78,5.17,11.73,2.98,7.69,52.44,497.36,85.92,7.54,9.82,15.25,2.04,1.82,2.52,2.46,1.84
743.0,Gorkha,1983.0,5.69,4.6,11.37,2.18,56.4,67.66,289.73,5.06,8.14,9.81,15.84,1.63,1.98,2.68,2.56,1.93
744.0,Gorkha,1984.0,5.61,4.33,12.14,2.28,15.31,38.61,625.36,17.52,7.62,11.84,14.77,2.44,1.85,2.71,2.34,1.93
745.0,Gorkha,1985.0,6.96,4.03,11.62,2.79,57.85,27.21,519.48,30.8,7.66,11.8,15.1,2.42,1.7,2.72,2.46,1.92
746.0,Gorkha,1986.0,4.69,4.14,11.38,2.6,25.31,37.23,382.16,44.03,7.91,10.05,15.11,2.49,2.01,2.68,2.42,1.94
747.0,Gorkha,1987.0,5.78,4.01,11.49,2.57,89.55,26.81,481.84,10.61,7.85,10.5,15.68,3.66,1.85,2.65,2.48,1.98
748.0,Gorkha,1988.0,5.47,4.81,12.31,2.78,11.5,116.5,557.01,24.53,8.25,11.18,15.26,4.17,1.94,2.65,2.32,1.9
749.0,Gorkha,1989.0,4.89,4.01,12.08,2.33,10.11,64.6,365.26,33.44,8.06,11.04,15.35,2.11,2.04,2.73,2.56,2.0
750.0,Gorkha,1990.0,5.86,4.72,12.24,2.71,12.51,27.55,588.69,19.41,8.31,10.41,15.49,3.99,1.89,2.68,2.39,1.91
751.0,Gorkha,1991.0,4.64,3.75,12.1,2.48,3.03,35.28,315.65,26.0,7.87,11.3,15.68,2.76,1.98,2.72,2.55,2.0
752.0,Gorkha,1992.0,5.72,3.75,11.12,2.49,54.85,17.75,345.35,5.68,8.1,11.32,15.29,2.25,1.89,2.77,2.58,1.93
753.0,Gorkha,1993.0,4.93,4.5,11.82,2.25,6.11,89.85,350.12,7.22,8.74,9.93,15.57,3.73,1.97,2.64,2.57,1.91
754.0,Gorkha,1994.0,4.74,4.06,11.8,2.31,1.8,20.42,320.0,16.0,7.77,11.21,16.12,2.9,2.04,2.72,2.58,2.01
755.0,Gorkha,1995.0,5.24,4.0,12.25,2.42,32.25,23.65,408.87,16.83,8.67,11.24,15.59,1.99,2.06,2.79,2.5,1.98
756.0,Gorkha,1996.0,5.56,4.36,12.02,2.4,25.23,54.51,400.78,40.33,8.42,11.33,15.08,2.9,1.9,2.65,2.4,1.92
757.0,Gorkha,1997.0,4.81,4.07,11.55,2.17,3.3,37.55,283.36,17.57,7.65,9.9,15.8,1.76,1.97,2.6,2.56,2.0
758.0,Gorkha,1998.0,6.68,4.85,12.28,2.24,27.45,49.48,428.93,3.17,10.0,11.02,16.08,3.42,1.94,2.62,2.56,2.0
759.0,Gorkha,1999.0,5.24,3.82,11.84,2.26,42.37,44.88,273.62,4.07,8.8,12.19,15.75,4.14,1.98,2.79,2.61,1.99
760.0,Gorkha,2000.0,6.0,4.67,12.42,2.1,5.48,55.23,479.27,2.59,8.94,11.08,15.15,2.56,1.92,2.64,2.47,2.0
761.0,Gorkha,2001.0,6.08,4.94,12.37,2.11,11.7,51.17,415.28,0.23,9.06,10.92,15.72,3.71,1.9,2.63,2.54,1.94
762.0,Gorkha,2002.0,5.2,5.23,11.51,2.46,15.81,61.68,267.29,29.51,8.62,11.18,15.74,3.22,2.02,2.61,2.6,1.93
763.0,Gorkha,2003.0,5.05,4.41,12.0,2.59,16.92,14.85,298.73,53.38,9.03,10.63,15.92,2.75,2.0,2.6,2.59,1.96
764.0,Gorkha,2004.0,6.28,5.67,12.72,3.04,80.26,214.15,756.78,19.67,6.96,11.55,14.8,3.11,1.72,2.44,2.31,1.87
765.0,Gorkha,2005.0,6.14,4.94,12.2,3.2,142.25,60.73,659.13,55.68,7.0,10.26,15.43,2.44,1.78,2.51,2.34,1.81
766.0,Gorkha,2006.0,6.68,5.86,12.7,3.19,29.66,157.89,718.81,20.49,7.83,10.48,14.99,4.93,1.74,2.5,2.28,1.82
767.0,Gorkha,2007.0,6.92,6.23,12.74,3.02,26.41,118.08,781.49,83.62,8.47,10.56,15.16,2.57,1.7,2.4,2.31,1.79
768.0,Gorkha,2008.0,7.22,5.3,12.82,3.26,28.32,124.35,951.38,10.18,8.72,10.54,14.68,3.03,1.69,2.52,2.22,1.86
769.0,Gorkha,2009.0,5.9,5.1,12.25,3.02,48.22,119.78,573.76,3.54,8.17,10.97,15.4,4.48,1.83,2.55,2.41,1.95
770.0,Gorkha,2010.0,7.59,5.1,12.41,2.73,34.88,42.98,775.84,11.47,8.9,12.37,15.48,3.34,1.72,2.67,2.54,1.94
771.0,Gorkha,2011.0,7.42,5.85,12.63,3.03,8.52,146.8,755.94,12.9,8.54,10.36,14.95,2.82,1.76,2.44,2.3,1.9
772.0,Gorkha,2012.0,5.91,4.64,12.12,3.0,44.63,36.24,841.39,18.99,6.96,10.71,15.56,2.2,1.78,2.64,2.38,1.99
773.0,Gorkha,2013.0,7.42,5.71,12.81,3.34,153.47,157.68,980.9,57.84,8.38,10.67,14.91,2.22,1.64,2.57,2.26,1.91
774.0,Gorkha,2014.0,6.97,5.72,12.91,3.56,77.26,154.38,1116.98,49.26,8.06,10.3,15.27,2.96,1.66,2.44,2.38,1.82
775.0,Gorkha,2015.0,7.06,6.61,12.75,3.74,73.65,283.2,1144.31,34.72,8.64,9.7,15.2,2.5,1.63,2.2,2.31,1.83
776.0,Gorkha,2016.0,7.26,5.84,13.27,3.46,119.91,175.97,1138.42,10.09,9.0,11.45,15.09,4.16,1.7,2.45,2.28,1.78
777.0,Gorkha,2017.0,7.87,6.52,13.2,3.45,56.13,356.51,1001.49,8.9,8.94,9.83,15.34,4.39,1.76,2.27,2.39,1.83
778.0,Gorkha,2018.0,6.27,6.62,13.36,3.13,0.11,11.96,26.85,0.28,7.65,10.12,15.18,3.42,1.87,2.28,2.32,1.85
779.0,Gorkha,2019.0,7.7,6.21,13.14,3.59,2.82,8.95,34.62,4.59,9.0,9.78,15.24,1.45,1.6,2.29,2.27,2.01
780.0,Gulmi,1981.0,6.78,6.33,13.57,3.85,45.92,151.89,1083.47,78.38,11.68,15.35,18.93,6.6,1.84,2.59,2.4,2.01
781.0,Gulmi,1982.0,6.76,6.05,12.92,3.65,12.67,73.0,729.88,94.31,11.9,14.92,19.2,6.76,1.9,2.74,2.33,2.05
782.0,Gulmi,1983.0,7.4,5.06,12.73,2.96,119.96,67.41,561.49,18.49,12.14,15.26,19.8,6.22,1.88,3.02,2.5,2.05
783.0,Gulmi,1984.0,6.2,4.86,13.75,3.01,26.14,24.73,862.35,40.73,11.92,17.25,18.68,6.71,1.92,3.02,2.38,2.2
784.0,Gulmi,1985.0,7.91,4.42,12.93,3.41,98.78,43.03,656.47,54.17,11.66,17.22,19.2,6.87,1.81,3.16,2.47,2.12
785.0,Gulmi,1986.0,5.7,4.52,12.63,3.28,23.75,34.95,617.65,46.52,12.14,15.56,19.01,7.03,2.0,2.99,2.4,2.12
786.0,Gulmi,1987.0,6.04,4.6,12.37,3.12,94.76,46.31,613.34,27.1,12.57,15.95,20.02,8.2,1.93,2.95,2.43,2.1
787.0,Gulmi,1988.0,6.98,4.78,13.95,3.48,11.3,71.61,963.2,55.27,12.42,16.85,19.14,8.43,1.9,2.97,2.38,2.05
788.0,Gulmi,1989.0,5.68,4.28,13.71,2.91,8.36,43.08,649.71,51.36,12.36,16.34,19.09,6.64,2.12,3.19,2.36,2.35
789.0,Gulmi,1990.0,7.06,5.24,13.74,3.38,7.66,42.9,894.74,42.75,12.54,15.78,19.18,8.25,1.88,2.93,2.31,2.16
790.0,Gulmi,1991.0,5.5,3.97,13.5,3.22,3.53,43.6,482.46,44.48,12.19,16.9,19.7,7.38,2.02,3.07,2.5,2.12
791.0,Gulmi,1992.0,6.86,4.0,12.61,3.03,77.93,19.24,595.96,3.71,12.34,16.77,19.2,7.03,1.92,3.46,2.47,2.16
792.0,Gulmi,1993.0,5.22,4.61,13.19,2.77,2.14,69.44,499.35,10.35,13.1,15.42,19.53,8.18,2.06,2.99,2.55,2.18
793.0,Gulmi,1994.0,5.54,4.13,13.36,2.83,3.46,12.74,533.37,27.52,12.32,16.95,19.85,7.56,2.1,3.12,2.43,2.32
794.0,Gulmi,1995.0,6.12,4.21,13.49,2.93,36.61,18.7,567.73,29.12,13.12,16.85,19.52,6.71,2.06,3.19,2.48,2.28
795.0,Gulmi,1996.0,6.4,4.73,13.5,2.86,46.77,58.63,475.75,68.93,12.72,16.84,19.17,7.52,2.0,3.1,2.4,2.27
796.0,Gulmi,1997.0,5.51,4.3,12.61,2.6,8.21,35.5,264.9,32.29,12.25,15.47,20.03,6.4,2.08,2.98,2.66,2.27
797.0,Gulmi,1998.0,7.76,5.05,13.82,2.79,49.9,52.7,602.1,6.49,14.09,16.29,20.01,7.82,1.9,2.93,2.52,2.19
798.0,Gulmi,1999.0,5.7,3.91,13.1,2.8,51.07,52.09,300.88,15.72,13.36,17.46,19.89,8.59,2.08,3.14,2.57,2.21
799.0,Gulmi,2000.0,6.68,4.76,13.94,2.54,5.84,64.43,727.31,10.8,13.0,16.66,18.91,7.16,1.96,2.97,2.44,2.25
800.0,Gulmi,2001.0,6.62,5.29,13.88,2.68,27.44,67.11,599.86,0.38,13.16,16.26,19.55,8.08,1.97,2.84,2.33,2.22
801.0,Gulmi,2002.0,5.78,5.11,12.44,2.99,9.6,36.74,303.23,54.93,13.28,16.9,20.07,7.75,2.15,2.85,2.59,2.15
802.0,Gulmi,2003.0,5.96,4.39,13.45,3.07,17.12,18.35,461.31,40.8,13.3,16.31,19.79,7.47,2.02,2.91,2.51,2.19
803.0,Gulmi,2004.0,7.01,5.4,14.03,3.53,59.2,111.63,999.08,34.35,11.45,17.4,18.58,7.79,1.81,2.97,2.3,2.05
804.0,Gulmi,2005.0,7.3,5.32,13.53,3.82,188.32,65.09,1001.32,55.46,11.74,15.77,19.35,7.15,1.78,2.75,2.4,2.07
805.0,Gulmi,2006.0,7.48,6.68,14.33,3.88,40.93,209.35,1000.1,14.74,12.17,15.41,18.62,9.21,1.9,2.55,2.27,2.16
806.0,Gulmi,2007.0,8.06,7.07,14.2,3.66,39.1,148.71,1227.47,130.75,12.45,15.59,19.04,7.05,1.74,2.55,2.35,2.07
807.0,Gulmi,2008.0,8.36,5.63,14.56,4.0,41.37,112.74,1674.15,10.46,12.76,15.92,18.26,7.39,1.72,2.75,2.13,2.01
808.0,Gulmi,2009.0,7.1,5.74,13.64,3.75,108.52,137.05,904.82,11.42,12.22,16.3,19.34,8.7,1.92,2.7,2.32,2.23
809.0,Gulmi,2010.0,8.65,5.4,13.82,3.56,50.49,35.37,1122.83,25.18,12.96,17.82,19.4,7.67,1.8,3.02,2.43,2.07
810.0,Gulmi,2011.0,8.46,6.47,14.18,3.72,8.88,147.91,1225.19,30.36,12.6,15.57,18.68,7.09,1.77,2.71,2.35,2.1
811.0,Gulmi,2012.0,7.44,5.1,13.5,3.84,51.8,46.54,1315.44,51.36,11.35,15.98,19.5,6.6,1.94,2.98,2.39,2.22
812.0,Gulmi,2013.0,8.84,6.34,14.74,4.36,194.35,131.84,1519.1,110.37,12.56,15.98,18.48,6.62,1.78,2.93,2.24,2.14
813.0,Gulmi,2014.0,7.82,6.33,14.16,4.2,110.34,112.18,1506.38,76.49,12.38,15.7,19.24,7.25,1.94,2.81,2.38,2.07
814.0,Gulmi,2015.0,7.51,7.38,14.12,4.41,50.57,268.95,1233.07,68.57,13.03,14.91,19.21,7.32,1.87,2.54,2.33,2.04
815.0,Gulmi,2016.0,8.02,6.27,14.94,3.81,117.93,180.25,1329.15,17.06,13.16,16.86,18.95,8.63,1.82,2.9,2.29,2.09
816.0,Gulmi,2017.0,8.64,6.74,14.77,4.15,27.94,240.91,1335.19,22.04,13.17,15.74,19.23,8.82,1.88,2.6,2.41,2.04
817.0,Gulmi,2018.0,7.22,6.92,14.9,3.75,0.04,9.56,42.71,0.42,11.98,15.81,19.01,7.77,1.92,2.64,2.27,2.13
818.0,Gulmi,2019.0,8.75,6.57,14.55,4.28,1.46,5.54,41.81,6.51,13.06,15.33,19.29,6.21,1.72,2.69,2.36,2.07
819.0,Humla,1981.0,2.29,3.21,7.16,1.42,19.23,132.57,304.57,62.79,-5.92,-4.13,5.42,-13.87,2.57,3.13,2.98,2.74
820.0,Humla,1982.0,2.48,3.24,6.57,1.43,2.0,35.02,132.16,54.69,-4.68,-4.22,5.42,-13.21,2.44,3.93,3.16,3.05
821.0,Humla,1983.0,2.5,3.05,6.62,1.21,33.35,82.98,206.84,11.14,-5.32,-4.79,5.45,-13.05,2.52,3.92,3.16,3.24
822.0,Humla,1984.0,1.9,2.77,6.84,1.23,3.31,22.19,118.73,49.11,-5.01,-2.52,6.42,-13.51,2.72,3.49,3.1,3.92
823.0,Humla,1985.0,2.78,2.74,6.94,1.32,25.73,38.05,148.22,67.23,-4.54,-2.46,5.91,-14.11,2.91,3.83,3.16,3.02
824.0,Humla,1986.0,2.36,2.7,6.46,1.28,7.52,58.51,268.63,34.47,-5.17,-4.44,5.4,-12.89,2.46,3.93,2.99,3.05
825.0,Humla,1987.0,1.84,2.83,6.15,1.28,13.16,59.34,59.49,30.08,-3.62,-3.74,6.1,-11.38,2.66,3.44,3.32,2.8
826.0,Humla,1988.0,2.17,2.58,7.04,1.43,0.39,38.34,152.69,72.78,-4.26,-3.24,6.4,-10.82,2.61,3.71,3.24,3.04
827.0,Humla,1989.0,2.0,2.32,6.63,1.16,3.22,32.03,69.3,25.86,-4.79,-3.65,6.02,-13.63,2.77,3.93,3.5,3.48
828.0,Humla,1990.0,2.37,2.96,7.01,1.43,2.25,43.75,121.8,38.95,-4.21,-3.47,6.74,-10.28,2.76,3.62,3.14,3.33
829.0,Humla,1991.0,1.76,2.68,6.66,1.35,0.4,92.96,54.31,19.01,-5.26,-4.41,6.58,-12.03,2.66,3.73,3.28,3.21
830.0,Humla,1992.0,2.44,2.43,6.58,1.28,44.26,15.42,93.35,5.21,-4.22,-3.16,5.88,-11.48,2.52,4.14,3.24,3.15
831.0,Humla,1993.0,1.78,2.66,6.65,1.19,0.01,39.34,53.62,10.45,-3.55,-3.98,6.34,-10.34,2.5,3.68,3.49,3.4
832.0,Humla,1994.0,2.26,2.64,6.92,1.31,0.03,19.25,122.07,19.14,-4.82,-3.01,6.64,-12.02,2.54,3.77,3.14,3.54
833.0,Humla,1995.0,2.42,2.81,6.77,1.36,22.67,16.67,81.77,46.17,-4.38,-3.62,6.56,-13.46,2.81,3.79,3.43,3.08
834.0,Humla,1996.0,2.43,2.93,7.14,1.19,6.16,42.52,88.15,47.01,-4.04,-3.28,6.47,-11.73,2.95,3.83,3.26,3.25
835.0,Humla,1997.0,2.5,2.7,6.8,1.12,4.15,50.41,108.29,53.4,-5.7,-4.26,6.4,-13.72,3.02,3.65,3.16,3.23
836.0,Humla,1998.0,2.78,2.92,7.26,1.19,18.33,76.28,52.42,5.34,-2.84,-2.94,7.31,-11.76,2.8,3.45,3.44,2.98
837.0,Humla,1999.0,2.11,2.23,6.93,1.16,7.67,22.13,80.74,12.62,-3.93,-1.96,6.72,-10.3,2.77,3.75,3.3,3.06
838.0,Humla,2000.0,2.31,2.66,7.4,1.11,0.64,57.07,188.94,18.26,-3.45,-2.65,6.09,-12.04,2.68,3.55,3.21,3.35
839.0,Humla,2001.0,2.3,2.94,7.2,1.1,7.15,35.87,191.2,2.38,-3.42,-2.83,6.28,-10.96,2.55,3.44,3.25,3.39
840.0,Humla,2002.0,2.27,2.71,6.61,1.22,4.13,13.69,109.0,56.62,-4.54,-2.29,6.03,-12.1,2.56,3.54,3.33,3.26
841.0,Humla,2003.0,2.08,2.64,7.26,1.28,19.49,9.71,175.03,33.81,-4.58,-3.12,6.54,-12.29,2.55,3.91,3.32,3.05
842.0,Humla,2004.0,2.58,2.97,7.06,1.31,22.42,80.75,234.08,18.77,-5.12,-1.49,5.87,-11.09,2.48,3.59,3.13,3.04
843.0,Humla,2005.0,2.53,3.02,7.24,1.44,10.13,70.83,315.72,49.23,-5.06,-3.72,5.85,-13.2,2.54,3.72,3.1,3.19
844.0,Humla,2006.0,2.72,3.37,7.42,1.56,15.26,117.23,261.1,22.53,-4.57,-3.6,5.94,-9.84,2.56,3.23,3.03,3.26
845.0,Humla,2007.0,2.56,3.46,7.68,1.28,2.78,141.54,327.54,63.74,-4.22,-4.15,6.12,-12.54,2.58,3.07,3.06,3.08
846.0,Humla,2008.0,2.68,3.15,7.69,1.46,10.14,71.79,344.61,10.84,-3.71,-3.31,5.8,-11.65,2.57,3.3,2.94,3.72
847.0,Humla,2009.0,2.81,2.92,6.71,1.51,70.91,31.95,212.83,12.62,-5.38,-2.78,5.92,-10.52,2.64,3.8,3.21,3.02
848.0,Humla,2010.0,3.05,3.03,7.39,1.37,34.36,15.01,349.56,29.54,-4.19,-1.57,5.91,-12.15,2.36,3.63,3.22,2.87
849.0,Humla,2011.0,2.85,3.32,7.7,1.41,2.67,50.23,354.59,44.82,-3.12,-3.25,5.94,-13.27,2.54,3.5,2.98,3.19
850.0,Humla,2012.0,2.95,2.98,7.49,1.52,4.16,38.97,243.39,33.08,-5.24,-3.75,6.22,-13.61,2.92,3.83,3.35,3.61
851.0,Humla,2013.0,3.36,3.57,8.2,1.63,30.37,30.22,377.15,140.12,-3.72,-4.03,6.36,-13.64,2.8,3.49,3.11,3.44
852.0,Humla,2014.0,3.08,3.5,7.59,1.56,36.27,67.47,242.09,98.32,-4.2,-4.28,6.31,-13.45,2.6,3.79,3.34,3.44
853.0,Humla,2015.0,3.06,3.71,7.29,1.7,21.83,196.06,210.75,77.37,-3.22,-4.8,5.77,-12.86,2.56,3.04,3.24,3.32
854.0,Humla,2016.0,2.92,3.61,7.98,1.41,11.51,86.23,232.59,29.62,-3.08,-2.05,6.75,-9.9,2.74,3.53,3.25,3.07
855.0,Humla,2017.0,3.22,3.63,7.97,1.67,3.7,142.09,289.06,21.33,-3.23,-3.52,6.28,-10.25,2.82,3.78,3.27,3.39
856.0,Humla,2018.0,2.64,3.3,7.94,1.45,0.35,3.83,9.6,0.55,-5.18,-2.68,6.5,-10.63,2.7,3.43,3.12,3.28
857.0,Humla,2019.0,3.24,3.39,7.63,1.58,1.05,3.21,9.03,5.89,-3.85,-4.82,6.16,-14.83,2.84,3.24,3.09,3.5
858.0,Ilam,1981.0,10.68,9.97,18.36,5.75,10.24,385.5,1391.28,47.43,19.71,23.05,25.09,14.81,1.72,2.43,2.24,1.9
859.0,Ilam,1982.0,10.12,8.95,18.0,5.29,53.64,262.45,1116.27,55.47,19.46,23.41,25.18,14.73,1.69,2.44,2.3,2.02
860.0,Ilam,1983.0,10.57,7.18,17.68,3.94,42.24,194.16,961.66,9.86,20.12,23.64,25.97,14.13,1.76,2.75,2.32,2.05
861.0,Ilam,1984.0,10.66,7.69,18.05,4.37,34.42,170.51,1125.57,25.97,19.44,24.91,24.53,14.0,1.74,2.76,2.38,1.97
862.0,Ilam,1985.0,11.42,7.42,17.75,4.88,106.5,104.0,1169.58,25.49,19.0,25.27,25.13,14.71,1.74,2.7,2.26,2.0
863.0,Ilam,1986.0,10.3,6.98,16.95,5.26,91.64,119.81,929.07,14.53,18.88,24.32,25.29,14.97,1.66,2.76,2.47,2.0
864.0,Ilam,1987.0,11.47,7.09,17.91,5.1,32.13,152.67,1190.77,12.98,19.87,24.17,25.47,15.93,1.56,2.53,2.36,1.93
865.0,Ilam,1988.0,10.1,8.19,18.05,4.86,8.65,144.18,949.27,26.6,21.38,24.55,25.43,16.22,1.72,2.58,2.4,1.95
866.0,Ilam,1989.0,9.76,6.42,17.84,3.94,14.22,189.89,980.41,43.3,20.14,24.58,24.98,14.4,1.76,2.86,2.25,2.14
867.0,Ilam,1990.0,10.34,8.19,17.88,4.7,42.13,127.24,815.27,9.96,20.64,23.77,25.64,15.85,1.81,2.53,2.42,1.97
868.0,Ilam,1991.0,9.85,6.49,17.92,4.39,7.04,48.94,1033.54,14.23,19.12,25.52,25.19,15.48,1.56,2.75,2.43,2.0
869.0,Ilam,1992.0,9.43,6.38,16.62,4.2,17.28,123.53,778.88,6.81,20.51,24.65,25.66,14.27,1.8,2.94,2.3,1.9
870.0,Ilam,1993.0,9.73,7.68,17.06,4.16,9.98,115.98,597.53,19.02,21.12,23.94,25.89,15.65,1.77,2.64,2.56,2.03
871.0,Ilam,1994.0,8.34,6.66,17.33,3.93,25.61,69.4,629.19,23.95,20.84,25.33,26.3,15.36,1.83,2.71,2.56,2.05
872.0,Ilam,1995.0,10.04,6.19,17.73,3.99,100.02,68.73,685.26,20.35,21.02,25.63,25.8,14.89,1.82,2.89,2.58,2.1
873.0,Ilam,1996.0,9.66,7.02,17.35,4.49,36.04,97.64,792.75,29.69,20.37,25.54,25.5,15.21,1.7,2.76,2.33,2.06
874.0,Ilam,1997.0,10.04,6.87,17.39,3.97,7.7,135.86,922.27,23.52,19.64,23.89,25.62,14.37,1.67,2.65,2.42,2.07
875.0,Ilam,1998.0,12.72,9.1,18.42,4.62,127.35,200.4,1072.99,4.72,20.93,23.69,25.52,15.04,1.68,2.64,2.38,2.0
876.0,Ilam,1999.0,11.53,7.84,17.85,5.07,110.35,192.2,979.98,7.3,19.95,25.22,25.2,16.21,1.69,2.67,2.44,1.88
877.0,Ilam,2000.0,10.79,8.77,17.96,4.34,18.05,173.78,703.43,14.76,20.95,23.81,25.24,14.5,1.76,2.56,2.45,1.98
878.0,Ilam,2001.0,11.95,8.18,18.21,4.29,130.4,170.07,829.23,2.8,20.2,24.47,25.55,14.99,1.56,2.56,2.43,1.87
879.0,Ilam,2002.0,10.77,9.78,17.92,5.36,20.31,219.03,903.04,13.75,20.17,23.74,25.1,15.41,1.69,2.55,2.38,1.91
880.0,Ilam,2003.0,11.38,8.72,18.1,5.48,150.83,105.72,854.03,67.85,19.65,24.04,25.54,14.7,1.63,2.45,2.4,1.84
881.0,Ilam,2004.0,11.07,9.57,18.14,6.1,99.91,147.74,1138.58,12.16,18.95,24.75,24.86,14.71,1.63,2.48,2.4,1.78
882.0,Ilam,2005.0,11.5,8.87,17.96,6.03,170.52,160.15,1109.01,16.21,19.34,24.36,25.77,15.27,1.62,2.46,2.34,2.0
883.0,Ilam,2006.0,11.43,8.84,18.04,6.16,38.7,142.83,1085.9,5.56,19.7,24.39,25.18,15.88,1.56,2.52,2.4,1.78
884.0,Ilam,2007.0,12.24,9.68,18.19,5.81,50.0,231.84,1269.84,30.99,20.04,24.26,25.02,14.2,1.53,2.31,2.36,1.76
885.0,Ilam,2008.0,12.13,9.23,18.31,6.35,109.67,161.27,1138.23,22.3,20.1,24.33,24.86,14.65,1.52,2.35,2.25,1.8
886.0,Ilam,2009.0,11.15,8.47,18.05,5.98,186.5,258.54,947.21,2.2,19.71,24.38,25.54,15.55,1.76,2.56,2.33,1.81
887.0,Ilam,2010.0,12.84,8.93,18.47,5.23,70.77,262.1,1601.34,3.23,20.06,25.37,24.89,15.06,1.53,2.53,2.19,1.88
888.0,Ilam,2011.0,12.3,9.53,18.3,6.0,30.94,221.27,1574.73,24.48,19.76,23.65,24.84,14.26,1.46,2.43,2.41,1.86
889.0,Ilam,2012.0,9.57,8.43,18.36,5.26,44.17,194.46,1199.29,14.25,19.29,24.37,25.63,14.46,2.02,2.7,2.12,1.97
890.0,Ilam,2013.0,12.05,8.55,18.55,5.33,206.08,294.68,1304.39,32.1,19.7,24.39,25.25,15.12,1.67,2.61,1.93,2.27
891.0,Ilam,2014.0,11.82,8.01,18.87,5.95,12.36,246.51,1082.22,15.21,20.29,24.79,25.64,15.2,1.62,2.69,2.11,2.02
892.0,Ilam,2015.0,11.94,10.37,18.79,6.04,25.14,302.12,1190.41,13.28,21.14,24.22,25.53,16.15,1.64,2.55,2.24,2.08
893.0,Ilam,2016.0,12.98,9.05,19.02,6.1,103.92,306.46,1389.29,12.85,20.73,25.78,25.31,16.44,1.51,2.9,2.29,2.07
894.0,Ilam,2017.0,12.92,10.69,18.94,6.37,82.05,322.57,1225.12,3.97,20.73,23.9,25.47,16.73,1.72,2.51,2.42,1.93
895.0,Ilam,2018.0,10.81,10.62,18.92,5.46,0.76,10.05,36.74,0.35,19.99,23.4,25.56,15.34,1.67,2.39,2.27,1.95
896.0,Ilam,2019.0,13.13,9.88,19.03,5.93,1.04,8.42,47.75,1.38,20.25,23.78,25.62,15.23,1.56,2.55,2.43,1.95
897.0,Jhapa,1981.0,10.55,9.89,18.38,5.69,9.76,372.66,1322.19,44.87,19.89,23.35,25.26,14.97,1.73,2.47,2.29,1.92
898.0,Jhapa,1982.0,9.94,8.83,17.95,5.22,51.14,252.32,1048.78,57.13,19.7,23.71,25.43,14.87,1.73,2.48,2.34,2.04
899.0,Jhapa,1983.0,10.43,7.12,17.66,3.81,40.59,182.97,933.31,10.08,20.36,23.93,26.2,14.31,1.81,2.82,2.37,2.11
900.0,Jhapa,1984.0,10.43,7.57,18.06,4.27,31.55,165.99,1061.04,29.03,19.66,25.23,24.71,14.12,1.76,2.82,2.44,2.03
901.0,Jhapa,1985.0,11.44,7.26,17.74,4.79,102.98,103.85,1097.76,27.62,19.16,25.59,25.31,14.89,1.78,2.76,2.33,2.05
902.0,Jhapa,1986.0,10.13,6.9,16.93,5.23,86.87,117.89,898.5,15.94,19.06,24.63,25.48,15.07,1.7,2.81,2.57,2.04
903.0,Jhapa,1987.0,11.5,6.95,17.86,5.03,30.55,145.84,1166.2,11.96,19.94,24.5,25.69,16.05,1.58,2.57,2.41,1.98
904.0,Jhapa,1988.0,10.01,8.1,18.05,4.79,8.56,139.24,926.55,26.56,21.54,24.84,25.62,16.35,1.74,2.63,2.44,2.0
905.0,Jhapa,1989.0,9.63,6.29,17.84,3.9,13.69,170.04,948.26,44.06,20.32,24.9,25.16,14.51,1.79,2.93,2.31,2.2
906.0,Jhapa,1990.0,10.18,8.03,17.86,4.56,41.82,115.88,767.02,9.65,20.86,24.13,25.88,16.04,1.86,2.56,2.5,2.01
907.0,Jhapa,1991.0,9.67,6.27,17.88,4.27,5.51,42.74,980.04,13.98,19.34,25.89,25.42,15.71,1.58,2.81,2.52,2.06
908.0,Jhapa,1992.0,9.31,6.27,16.56,4.06,17.04,113.35,732.19,6.85,20.82,25.01,25.92,14.51,1.82,3.06,2.4,1.94
909.0,Jhapa,1993.0,9.54,7.56,16.98,3.98,8.98,112.73,556.52,17.65,21.34,24.25,26.18,15.86,1.82,2.72,2.66,2.09
910.0,Jhapa,1994.0,8.1,6.5,17.25,3.84,23.31,62.68,567.63,23.93,21.18,25.68,26.59,15.57,1.88,2.77,2.67,2.1
911.0,Jhapa,1995.0,9.88,6.05,17.7,3.92,100.64,64.06,647.0,21.36,21.22,25.95,26.03,15.05,1.86,2.94,2.65,2.15
912.0,Jhapa,1996.0,9.46,6.83,17.31,4.39,31.59,86.95,724.2,28.58,20.65,25.9,25.74,15.33,1.75,2.83,2.37,2.11
913.0,Jhapa,1997.0,9.72,6.7,17.31,3.86,7.45,123.13,822.55,24.53,20.04,24.22,25.89,14.54,1.72,2.71,2.5,2.13
914.0,Jhapa,1998.0,12.61,8.94,18.32,4.45,115.29,179.38,948.59,4.24,21.18,24.02,25.78,15.26,1.74,2.72,2.47,2.05
